web-scraper-order,web-scraper-start-url,função / subfunção,Dotação Orçamentária,Valor Empenhado,%(B/A)%,Valor Liquidado,Valor Pago
"1676497019-1549","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FOMENTO AO TRABALHO","197.321,00","0,00","0,00","0,00","0,00"
"1676497019-1550","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","2.150.000,00","0,00","0,00","0,00","0,00"
"1676497019-1551","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EDUCACAO","1.365.416.132,00","1.049.479.656,48","76,86","1.009.407.429,23","974.662.736,67"
"1676497019-1552","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","92.304.465,00","82.079.562,82","88,92","80.373.563,14","78.394.350,56"
"1676497019-1553","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE INTERNO","10.000,00","0,00","0,00","0,00","0,00"
"1676497019-1554","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","290.000,00","46.590,00","16,07","46.590,00","46.590,00"
"1676497019-1555","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA A CRIANCA E AO ADOLESCENTE","33.500,00","0,00","0,00","0,00","0,00"
"1676497019-1556","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENSINO FUNDAMENTAL","15.424.800,00","2.549.386,72","16,53","2.549.386,72","1.687.420,00"
"1676497019-1557","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENSINO MEDIO","3.976.418,00","2.321.329,26","58,38","2.314.093,20","2.314.093,20"
"1676497019-1558","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENSINO PROFISSIONAL","635.000,00","157.747,60","24,84","146.747,60","105.747,60"
"1676497019-1559","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EDUCACAO INFANTIL","241.914.174,00","125.291.970,36","51,79","109.804.113,40","102.394.730,24"
"1676497019-1560","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EDUCACAO DE JOVENS E ADULTOS","6.249.977,00","4.078.523,31","65,26","3.991.305,66","3.691.305,66"
"1676497019-1561","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EDUCACAO BASICA","1.004.353.798,00","832.809.947,01","82,92","810.037.030,11","785.883.900,01"
"1676497019-1562","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIFUSAO CULTURAL","32.000,00","0,00","0,00","0,00","0,00"
"1676497019-1563","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","OUTROS ENCARGOS ESPECIAIS","192.000,00","144.599,40","75,31","144.599,40","144.599,40"
"1676497019-1564","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CULTURA","73.248.537,00","44.820.159,52","61,19","42.945.440,26","37.758.174,45"
"1676497019-1565","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","30.293.643,00","17.959.184,64","59,28","17.959.184,64","15.888.448,95"
"1676497019-1566","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO","21.000,00","0,00","0,00","0,00","0,00"
"1676497019-1567","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIFUSAO CULTURAL","40.519.754,00","26.687.171,91","65,86","24.812.452,65","21.695.922,53"
"1676497019-1568","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","5.140,00","0,00","0,00","0,00","0,00"
"1676497019-1569","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO COMUNITARIO","2.249.000,00","173.802,97","7,73","173.802,97","173.802,97"
"1676497019-1570","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","LAZER","160.000,00","0,00","0,00","0,00","0,00"
"1676497019-1571","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS DA CIDADANIA","46.641.407,00","25.177.163,43","53,98","24.528.127,98","23.332.245,72"
"1676497019-1572","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE EXTERNO","12.000,00","0,00","0,00","0,00","0,00"
"1676497019-1573","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","12.124.768,00","10.725.866,21","88,46","10.620.994,69","10.444.839,71"
"1676497019-1574","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E FISCALIZACAO","21.581.741,00","13.423.589,58","62,20","12.880.957,53","11.880.945,91"
"1676497019-1575","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AO IDOSO","3.260.022,00","0,00","0,00","0,00","0,00"
"1676497019-1576","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AO PORTADOR DE DEFICIENCIA","777.601,00","0,00","0,00","0,00","0,00"
"1676497019-1577","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA A CRIANCA E AO ADOLESCENTE","358.210,00","195.530,23","54,59","193.998,35","184.616,25"
"1676497019-1578","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","7.870.645,00","832.177,41","10,57","832.177,41","821.843,85"
"1676497019-1579","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AOS POVOS INDIGENAS","656.420,00","0,00","0,00","0,00","0,00"
"1676497019-1580","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","URBANISMO","981.274.822,00","725.553.553,04","73,94","589.150.580,14","499.553.615,06"
"1676497019-1581","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","3.474.445,00","0,00","0,00","0,00","0,00"
"1676497019-1582","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E FISCALIZACAO","1.202.692,00","1.038.985,12","86,39","1.038.985,12","649.283,60"
"1676497019-1583","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ORDENAMENTO TERRITORIAL","6.126.913,00","1.171.101,68","19,11","653.189,68","497.298,16"
"1676497019-1584","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FOMENTO AO TRABALHO","1.569.149,00","1.568.148,64","99,94","1.568.148,64","1.568.148,64"
"1676497019-1585","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","329.427.935,00","163.519.061,95","49,64","146.989.865,60","116.338.926,91"
"1676497019-1586","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SERVICOS URBANOS","444.009.058,00","400.968.711,17","90,31","300.817.043,19","269.457.849,13"
"1676497019-1587","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TRANSPORTES COLETIVOS URBANOS","158.500.346,00","124.000.740,11","78,23","108.444.536,09","94.918.567,21"
"1676497019-1588","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA","8.320.759,00","7.167.842,27","86,14","6.313.272,47","4.261.025,41"
"1676497019-1589","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E QUALIDADE","28.643.525,00","26.118.962,10","91,19","23.325.539,35","11.862.516,00"
"1676497019-1590","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","HABITACAO","81.730.668,00","24.008.296,82","29,37","24.006.873,55","21.375.897,98"
"1676497019-1591","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","20.214.510,00","15.833.432,34","78,33","15.832.009,07","14.761.482,14"
"1676497019-1592","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DEFESA CIVIL","13.355.617,00","2.027.867,07","15,18","2.027.867,07","947.491,31"
"1676497019-1593","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","HABITACAO URBANA","48.160.541,00","6.146.997,41","12,76","6.146.997,41","5.666.924,53"
"1676497019-1594","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SANEAMENTO","50.000,00","0,00","0,00","0,00","0,00"
"1676497019-1595","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SANEAMENTO BASICO URBANO","50.000,00","0,00","0,00","0,00","0,00"
"1676497019-1596","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","GESTAO AMBIENTAL","97.002.507,00","82.728.091,26","85,28","80.570.695,13","72.529.227,83"
"1676497019-1597","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE EXTERNO","1.000,00","0,00","0,00","0,00","0,00"
"1676497019-1598","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","82.495.818,00","79.207.212,41","96,01","78.409.291,45","70.492.538,66"
"1676497019-1599","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E FISCALIZACAO","1.863.900,00","1.820.112,93","97,65","1.820.112,93","1.820.112,93"
"1676497019-1600","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","20.000,00","0,00","0,00","0,00","0,00"
"1676497019-1601","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","198.264,00","52.494,26","26,48","48.360,56","30.846,05"
"1676497019-1602","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PRESERVACAO E CONSERVACAO AMBIENTAL","8.589.329,00","105.926,80","1,23","21.522,90","21.522,90"
"1676497019-1603","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE AMBIENTAL","2.471.196,00","597.879,65","24,19","271.407,29","164.207,29"
"1676497019-1604","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","RECUPERACAO DE AREAS DEGRADADAS","1.363.000,00","944.465,21","69,29","0,00","0,00"
"1676497019-1605","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CIENCIA E TECNOLOGIA","17.433.500,00","734.359,25","4,21","734.359,25","332.214,79"
"1676497019-1606","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE EXTERNO","40.000,00","0,00","0,00","0,00","0,00"
"1676497019-1607","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMATIZACAO","34.500,00","23.247,10","67,38","23.247,10","23.247,10"
"1676497019-1608","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO","17.359.000,00","711.112,15","4,10","711.112,15","308.967,69"
"1676497019-1609","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","AGRICULTURA","105.000,00","0,00","0,00","0,00","0,00"
"1676497019-1610","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PROMOCAO DA PRODUCAO VEGETAL","105.000,00","0,00","0,00","0,00","0,00"
"1676497019-1611","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMERCIO E SERVICOS","173.426.438,00","85.798.863,22","49,47","66.977.743,15","55.489.150,15"
"1676497019-1612","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FOMENTO AO TRABALHO","10.000,00","0,00","0,00","0,00","0,00"
"1676497019-1613","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","173.416.438,00","85.798.863,22","49,48","66.977.743,15","55.489.150,15"
"1676497019-1614","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACOES","775.000,00","0,00","0,00","0,00","0,00"
"1676497019-1615","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","0,00","0,00","0,00","0,00","0,00"
"1676497019-1616","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACAO SOCIAL","775.000,00","0,00","0,00","0,00","0,00"
"1676497019-1617","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TRANSPORTE","2.951.000,00","0,00","0,00","0,00","0,00"
"1676497019-1618","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","2.951.000,00","0,00","0,00","0,00","0,00"
"1676497019-1619","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO E LAZER","34.663.374,00","18.273.975,38","52,72","16.107.135,73","12.225.683,73"
"1676497019-1620","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2014&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","5.084.383,00","4.367.910,97","85,91","4.170.563,05","3.502.395,24"
